"item","prompt"
"mmlu.security_studies.197","The following are multiple choice questions (with answers) about security studies.

What distinguishes coercive diplomacy from military force?
A. Compellence is another term for coercive diplomacy, but covering a narrower set of criteria; compellence covers those threats aimed at initiating adversary action. A threat to coerce a state to give up part of its territory would count as coercive diplomacy, as long as that threat proactively initiates action before reactive diplomacy is taken.
B. Coercive diplomacy constitutes the threats of limited force to induce adversary's incentive to comply with the coercer's demands. It is an influence strategy that is intended to obtain compliance: the use of force to defeat an opponent first does not count. It leaves an element of choice with the target to comply, or to continue.
C. Military force, or the threat of military force, utilises fear to achieve strategic objectives. Coercive diplomacy is differentiated from this approach, because it does not use fear as a tool for coercing an adversary.
D. Coercive diplomacy is employed to use force but to limit its effects on the international community. Coercive diplomacy is an aggressive strategy that is intended to obtain compliance through defeat. It does not leave an element of choice with the target, the target either being forced to comply or engage in conflict. It seeks to control by imposing compliance by removing any opportunity for negotiation or concession.
Answer: B

Which of the following is the best lens through which to investigate the role of child soldiers?
A. Child soldiers are victims of combat that need re-education and rehabilitation.
B. Children and their mothers are not active subjects in warfare and are best considered as subjects in the private sphere.
C. Children are most often innocent bystanders in war and are best used as signifiers of peace.
D. Children have political subjecthood that is missed when they are considered as passive victims of warfare.
Answer: D

In order to become securitized, a threat must be presented in which of these ways?
A. As an existential threat that requires immediate and extraordinary action, posing a threat to the survival of the state or to societal security.
B. As requiring immediate and extraordinary action by the state, threatening the survival of a referent object and therefore warranting the use of measures not normally employed in the political realm.
C. As an urgent threat to the survival of the referent object, so serious that it legitimises the employment of extraordinary action in response.
D. As an urgent threat to the survival of the audience that requires extraordinary or emergency measures.
Answer: C

How can we best describe the relationship between the state-centric approach and the concept of human security?
A. There are such wide divisions within the human security framework regarding the nature of threats and referent objects that no widely applicable comparisons between state-centric approaches and human security can be drawn.
B. By adopting the framework of human security, the limitations of the realist state-centric approach become evident. Whilst human security defines the referent object as the person or population, state-centric approaches prioritise the security of the state, de-prioritizing the pursuit of human security.
C. The state-centric approach to security is a faction of human security, usually defined within the broad school of human security. By being state-centric this approach prioritises the individual as the referent object in security studies.
D. Both the state-centric and human-centric approaches to security are mutually exclusive and offer a sufficient analytic framework with which to understand the international security system. It is therefore the role of security analysts to determine which of these substantial concepts is correct, and which should be discarded.
Answer: B

What are the frameworks of analysis within which terrorism has been considered (as of 2020)?
A. Competition between larger nations has resulted in some countries actively supporting terrorist groups to undermine the strength of rival states. Terrorist networks are extended patronage clubs maintained and paid for by their donor states and are conceptualised as being like state actors, to be dealt with using military force.
B. Globalization has enabled the internationalization of terrorist activities by opening up their operational space, although coordination is still managed from a geographical base. This suggests that terrorist groups are nationally structured which means that terrorism cannot be considered in terms of a war to be defeated militarily without having serious implications on the indigenous population.
C. Terrorism can be viewed as a problem to be resolved by military means (war on terrorism), by normal police techniques (terrorism as crime), or as a medical problem with underlying causes and symptoms (terrorism as disease).
D. Terrorism is viewed as a criminal problem. The criminalization of terrorism has two important implications. Firstly, it suggests that terrorism can be eradicated - terrorists can be caught and brought to trial by normal judicial proceedings thereby removing the threat from society - and secondly, it suggests that preventative crime techniques are applicable to prevent its development.
Answer: C

For post-structuralists, which of the following is the most important impact of security studies?
A. Security studies contributes to the literature and builds greater theoretical understanding of the subject.
B. Security studies records the history of modern warfare.
C. Security studies teaches a new generation about the reality of warfare and strategy.
D. Security studies creates and perpetuates claims that shape warfare, defining legitimacy, favouring some subjects and marginalising others.
Answer:"
"mmlu.miscellaneous.46","The following are multiple choice questions (with answers) about miscellaneous.

How many axles does a standard automobile have?
A. one
B. two
C. four
D. eight
Answer: B

What place is named in the title of the 1979 live album by rock legends Cheap Trick?
A. Budapest
B. Budokan
C. Bhutan
D. Britain
Answer: B

Who is the shortest man to ever win an NBA slam dunk competition?
A. Anthony 'Spud' Webb
B. Michael 'Air' Jordan
C. Tyrone 'Muggsy' Bogues
D. Julius 'Dr J' Erving
Answer: A

What is produced during photosynthesis?
A. hydrogen
B. nylon
C. oxygen
D. light
Answer: C

Which of these songs was a Top 10 hit for the rock band The Police?
A. 'Radio Ga-Ga'
B. 'Ob-la-di Ob-la-da'
C. 'De Do Do Do De Da Da Da'
D. 'In-a-Gadda-Da-Vida'
Answer: C

Which of these foods could you catch at sea?
A. shallot
B. stollen
C. scallop
D. scone
Answer:"
"mmlu.college_biology.113","The following are multiple choice questions (with answers) about college biology.

Which of the following represents an accurate statement concerning arthropods?
A. They possess an exoskeleton composed primarily of peptidoglycan.
B. They possess an open circulatory system with a dorsal heart.
C. They are members of a biologically unsuccessful phylum incapable of exploiting diverse habitats and nutrition sources.
D. They lack paired, jointed appendages.
Answer: B

In a given population, 1 out of every 400 people has a cancer caused by a completely recessive allele, b. Assuming the population is in Hardy-Weinberg equilibrium, which of the following is the expected proportion of individuals who carry the b allele but are not expected to develop the cancer?
A. 1/400
B. 19/400
C. 20/400
D. 38/400
Answer: D

The presence of homologous structures in two different organisms, such as the humerus in the front limb of a human and a bird, indicates that
A. the human and bird are polyphyletic species
B. a human's and bird's evolution is convergent
C. the human and bird belong to a clade
D. the human and bird developed by analogy
Answer: C

According to the pressure-flow model of movement of phloem contents, photosynthate movement from source to sink is driven by
A. an ATP-dependent pressure-flow pump
B. a water-pressure potential gradient
C. transpiration
D. apoplastic diffusion
Answer: B

Which of the following contain DNA sequences required for the segregation of chromosomes in mitosis and meiosis?
A. Telomeres
B. Centromeres
C. Nucleosomes
D. Spliceosomes
Answer: B

Which of the following best explains why enzymes are effective in facilitating chemical reactions?
A. They raise the temperature of the reaction mixture, thereby speeding up the conversion of reactants to products.
B. They alter the equilibrium constant of a reaction (K_eq) so that more reactant can be converted to product.
C. They increase the maximal rate of the chemical reaction (V_max).
D. They lower the activation energy, thereby speeding up the conversion of reactants to products.
Answer:"
"mmlu.us_foreign_policy.55","The following are multiple choice questions (with answers) about us foreign policy.

How did the 2008 financial crisis affect America's international reputation?
A. It damaged support for the US model of political economy and capitalism
B. It created anger at the United States for exaggerating the crisis
C. It increased support for American global leadership under President Obama
D. It reduced global use of the US dollar
Answer: A

How did NSC-68 change U.S. strategy?
A. It globalized containment.
B. It militarized containment.
C. It called for the development of the hydrogen bomb.
D. All of the above
Answer: D

The realm of policy decisions concerned primarily with relations between the United States and the rest of the world is known as
A. terrorism policy.
B. economic policy.
C. foreign policy.
D. international policy.
Answer: C

How do Defensive Realism and Offensive Realism differ in their explanation of state behaviour?
A. Defensive realists place greater emphasis on the role of international institutions
B. Defensive realists place less emphasis on geographical factors
C. Offensive realists give more priority to the national interest than Defensive realists.
D. Defensive realists believe states are security maximizers, while Offensive realists believe states to be power maximizers
Answer: D

How did Donald Trump attack globalization in the 2016 campaign?
A. Globalization had made men like him too rich
B. Globalization only benefited certain American states, such as New York
C. Liberal elites had encouraged globalization, while 'ordinary Americans' lost jobs because of it
D. Globalization encouraged damaging trade wars
Answer: C

What were the 'open-door notes'?
A. An American declaration that the US was always open to Chinese immigration
B. An American proclamation that China should be divided up between the US, Japan and the European empires
C. An American proclamation that China should be open to US trade and missionaries
D. An American declaration of support for Chinese economic protectionism
Answer:"
"mmlu.miscellaneous.344","The following are multiple choice questions (with answers) about miscellaneous.

How many axles does a standard automobile have?
A. one
B. two
C. four
D. eight
Answer: B

What place is named in the title of the 1979 live album by rock legends Cheap Trick?
A. Budapest
B. Budokan
C. Bhutan
D. Britain
Answer: B

Who is the shortest man to ever win an NBA slam dunk competition?
A. Anthony 'Spud' Webb
B. Michael 'Air' Jordan
C. Tyrone 'Muggsy' Bogues
D. Julius 'Dr J' Erving
Answer: A

What is produced during photosynthesis?
A. hydrogen
B. nylon
C. oxygen
D. light
Answer: C

Which of these songs was a Top 10 hit for the rock band The Police?
A. 'Radio Ga-Ga'
B. 'Ob-la-di Ob-la-da'
C. 'De Do Do Do De Da Da Da'
D. 'In-a-Gadda-Da-Vida'
Answer: C

According to legend if you give someone the 'evil eye' what are you doing?
A. cursing them
B. blessing a child
C. counting money
D. passing time
Answer:"
"mmlu.high_school_biology.184","The following are multiple choice questions (with answers) about high school biology.

Which of the following is not a way to form recombinant DNA?
A. Translation
B. Conjugation
C. Specialized transduction
D. Transformation
Answer: A

A mutation in a bacterial enzyme changed a previously polar amino acid into a nonpolar amino acid. This amino acid was located at a site distant from the enzyme’s active site. How might this mutation alter the enzyme’s substrate specificity?
A. By changing the enzyme’s pH optimum
B. By changing the enzyme’s location in the cell
C. By changing the shape of the protein
D. An amino acid change away from the active site cannot alter the enzyme’s substrate specificity.
Answer: C

In animal cells, which of the following represents the most likely pathway that a secretory protein takes as it is synthesized in a cell?
A. Plasma membrane–Golgi apparatus–ribosome–secretory vesicle–rough ER
B. Ribosome–Golgi apparatus–rough ER–secretory vesicle–plasma membrane
C. Plasma membrane–Golgi apparatus–ribosome–secretory vesicle–rough ER
D. Ribosome–rough ER–Golgi apparatus–secretory vesicle–plasma membrane
Answer: D

Which of the following is not known to be involved in the control of cell division?
A. Cyclins
B. Protein kinases
C. Checkpoints
D. Fibroblast cells
Answer: D

Homologous structures are often cited as evidence for the process of natural selection. All of the following are examples of homologous structures EXCEPT
A. the wings of a bird and the wings of a bat
B. the flippers of a whale and the arms of a man
C. the pectoral fins of a porpoise and the flippers of a seal
D. the forelegs of an insect and the forelimbs of a dog
Answer: D

Which of the following cells is most closely associated with phagocytosis?
A. Neutrophils
B. Plasma cells
C. B cells
D. Memory cells
Answer:"
"mmlu.high_school_world_history.5","The following are multiple choice questions (with answers) about high school world history.

This question refers to the following information.
He contains all works and desires and all perfumes and all tastes. He enfolds the whole universe and in silence is loving to all. This is the Spirit that is in my heart, this is Brahman. To him I shall come when I go beyond this life, and to him will come he who has faith and doubts not.
—The Upanishads, India, c. 1000 BCE
To which religion does the speaker most likely belong?
A. Hinduism
B. Buddhism
C. Shintoism
D. Zoroastrianism
Answer: A

This question refers to the following information.
""The struggle against neo-colonialism is not aimed at excluding the capital of the developed world from operating in less developed countries. It is aimed at preventing the financial power of the developed countries being used in such a way as to impoverish the less developed.
Non-alignment, as practiced by Ghana and many other countries, is based on co-operation with all States whether they be capitalist, socialist or have a mixed economy. Such a policy, therefore, involves foreign investment from capitalist countries, but it must be invested in accordance with a national plan drawn up by the government of the non-aligned State with its own interests in mind. The issue is not what return the foreign investor receives on his investments…The question is one of power. A State in the grip of neo-colonialism is not master of its own destiny.""
Kwame Nkrumah, Neo-Colonialism, 1965
Which of the following provides the best context for Nkrumah's writings?
A. The Industrial Revolution
B. Decolonization
C. Regional Free Trade Associations
D. Autarky
Answer: B

This question refers to the following information.
""The real grievance of the worker is the insecurity of his existence; he is not sure that he will always have work, he is not sure that he will always be healthy, and he foresees that he will one day be old and unfit to work. If he falls into poverty, even if only through a prolonged illness, he is then completely helpless, exam_ins to his own devices, and society does not currently recognize any real obligation towards him beyond the usual help for the poor, even if he has been working all the time ever so faithfully and diligently. The usual help for the poor, however, leaves a lot to be desired, especially in large cities, where it is very much worse than in the country.""
Otto von Bismarck, 1884
Otto von Bismarck likely made this speech in reaction to which of the following issues?
A. Social acceptance of child labor
B. Declining life expectancy in Germany
C. Criticisms of German trade tariffs
D. Negative effects attributed to industrial capitalism
Answer: D

This question refers to the following information.
""Indeed, as both the fatwas of distinguished [scholars] who base their opinion on reason and tradition alike and the consensus of the Sunni community agree that the ancient obligation of extirpation, extermination, and expulsion of evil innovation must be the aim of our exalted aspiration, for ""Religious zeal is a victory for the Faith of God the Beneficent""; then, in accordance with the words of the Prophet (Peace upon him!) ""Whosoever introduces evil innovation into our order must be expelled"" and ""Whosoever does aught against our order must be expelled,"" action has become necessary and exigent…""
Letter from Ottoman Sultan Selim I to Safavid Shah Ismail I, 1514
The letter from Selim I is most clearly an example of which of the following?
A. The maintenance of military supremacy at all costs
B. Expanding tensions between religious sects
C. Factors that brought about the collapse of the Ottoman Empire
D. Peacemaking efforts among the Islamic empires
Answer: B

This question refers to the following information.
""At least one of the [world's] societies would have to somehow enormously increase its productivity [in order to achieve global hegemony]. That quantum jump would have to be made before the various scientific, technological, agricultural, and industrial revolutions on which our post-quantum-leap world rests. It could only be accomplished by exploiting the ecosystems, mineral resources, and human assets of whole continents outside the lands of the society making the jump. Western Europe did just that by means of its brutality and guns and, more important, by geographical and ecological luck.""
Copyright © 2015 Cambridge University Press.
Alfred Crosby, historian, Ecological Imperialism, 2004
The ""quantum jump"" mentioned in the passage most directly contributed to which of the following developments in the period 1450–1750 C.E.?
A. A breakdown in trade routes through the collapse of the established state structure
B. An increase in the population of the world through more plentiful supplies of food
C. The spread of Chinese and Indian belief systems across the world
D. An increase in social unrest
Answer: B

This question refers to the following information.
The passage below is taken from testimony before Parliament.
Joshua Drake, called in; and Examined.
You say you would prefer moderate labour and lower wages; are you pretty comfortable upon your present wages?
—I have no wages, but two days a week at present; but when I am working at some jobs we can make a little, and at others we do very poorly.
When a child gets 3s. a week, does that go much towards its subsistence?
—No, it will not keep it as it should do.
Why do you allow your children to go to work at those places where they are ill-treated or over-worked?
—Necessity compels a man that has children to let them work.
Then you would not allow your children to go to those factories under the present system, if it was not from necessity?
—No.
—Testimony given before the Sadler Committee, 1831–32
Which style of government is most associated with limited regulations on business and working conditions similar to those described in the passage?
A. Laissez-faire
B. Totalitarian
C. Utilitarian
D. Corporatist
Answer:"
"mmlu.high_school_psychology.402","The following are multiple choice questions (with answers) about high school psychology.

Ani believes that her attitudes and behavior play a central role in what happens to her. Such a belief is likely to be associated with
A. a strong superego.
B. low self-esteem.
C. low self-efficacy.
D. an internal locus of control.
Answer: D

According to Caplan's model of consultee-centered case consultation, the consultant is primarily interested in
A. identifying the causes and solutions of the client's presenting problems
B. identifying and eliminating the causes of the consultee's difficulties in handling a problem
C. establishing a hierarchy of authority to enable effective decision making
D. presenting a single, well-defined and unambiguous course of action for the consultant to overcome skills deficits
Answer: B

While swimming in the ocean, Ivan is frightened by a dark shadow in the water even before he has the chance to identify what the shadow is. The synaptic connections taking place during this incident of fright are best described by which of the following?
A. Messages are sent from the thalamus directly to the amygdala.
B. Messages are sent from the thalamus to the ""what"" and ""where"" pathways.
C. Messages are sent from the parasympathetic nervous system to the cerebral cortex.
D. Messages are sent from the frontal lobes to the pituitary gland.
Answer: A

According to the Individuals with Disabilities Education Improvement Act, which of the following must an educational agency do before it changes the educational placement of a student with a disability?
A. Give the child a trial period in the new environment
B. Notify the parents in writing
C. Obtain school board approval
D. Obtain parental consent
Answer: B

Pascale is interested in the processing strategies children use to learn new information. Pascale would best be classified as what type of psychologist?
A. sociocultural
B. clinical
C. cognitive
D. behaviorist
Answer: C

According to Whorf's linguistic relativity hypothesis,
A. we have an innate language acquisition device
B. apes do not have language because they don't use proper syntax
C. we tend to observe and imitate models
D. language determines the way we think
Answer:"
"mmlu.high_school_biology.170","The following are multiple choice questions (with answers) about high school biology.

Which of the following is not a way to form recombinant DNA?
A. Translation
B. Conjugation
C. Specialized transduction
D. Transformation
Answer: A

A mutation in a bacterial enzyme changed a previously polar amino acid into a nonpolar amino acid. This amino acid was located at a site distant from the enzyme’s active site. How might this mutation alter the enzyme’s substrate specificity?
A. By changing the enzyme’s pH optimum
B. By changing the enzyme’s location in the cell
C. By changing the shape of the protein
D. An amino acid change away from the active site cannot alter the enzyme’s substrate specificity.
Answer: C

In animal cells, which of the following represents the most likely pathway that a secretory protein takes as it is synthesized in a cell?
A. Plasma membrane–Golgi apparatus–ribosome–secretory vesicle–rough ER
B. Ribosome–Golgi apparatus–rough ER–secretory vesicle–plasma membrane
C. Plasma membrane–Golgi apparatus–ribosome–secretory vesicle–rough ER
D. Ribosome–rough ER–Golgi apparatus–secretory vesicle–plasma membrane
Answer: D

Which of the following is not known to be involved in the control of cell division?
A. Cyclins
B. Protein kinases
C. Checkpoints
D. Fibroblast cells
Answer: D

Homologous structures are often cited as evidence for the process of natural selection. All of the following are examples of homologous structures EXCEPT
A. the wings of a bird and the wings of a bat
B. the flippers of a whale and the arms of a man
C. the pectoral fins of a porpoise and the flippers of a seal
D. the forelegs of an insect and the forelimbs of a dog
Answer: D

Which describes brightly colored peacocks mating more frequently than drab peacocks?
A. artificial selection
B. directional selection
C. stabilizing selection
D. sexual selection
Answer:"
"mmlu.high_school_microeconomics.7","The following are multiple choice questions (with answers) about high school microeconomics.

In a competitive labor market for housepainters, which of the following would increase the demand for housepainters?
A. An effective minimum wage imposed on this labor market.
B. An increase in the price of gallons of paint.
C. An increase in the construction of new houses.
D. An increase in the price of mechanical painters so long as the output effect exceeds the substitution effect.
Answer: C

If the government subsidizes producers in a perfectly competitive market, then
A. the demand for the product will increase
B. the demand for the product will decrease
C. the consumer surplus will increase
D. the consumer surplus will decrease
Answer: C

The concentration ratio for a monopoly is
A. 0
B. 5
C. 10
D. 100
Answer: D

Which of the following is true of a price floor?
A. The price floor shifts the demand curve to the left.
B. An effective floor creates a shortage of the good.
C. The price floor shifts the supply curve of the good to the right.
D. To be an effective floor, it must be set above the equilibrium price.
Answer: D

Which of the following is necessarily a characteristic of oligopoly?
A. Free entry into and exit from the market
B. A few large producers
C. One producer of a good with no close substitutes
D. A homogenous product
Answer: B

Macroeconomics focuses on
A. government and its laws that affect commerce.
B. individuals and their resource use.
C. corporations and their production levels.
D. the resource use of the entire nation.
Answer:"
"mmlu.high_school_biology.237","The following are multiple choice questions (with answers) about high school biology.

Which of the following is not a way to form recombinant DNA?
A. Translation
B. Conjugation
C. Specialized transduction
D. Transformation
Answer: A

A mutation in a bacterial enzyme changed a previously polar amino acid into a nonpolar amino acid. This amino acid was located at a site distant from the enzyme’s active site. How might this mutation alter the enzyme’s substrate specificity?
A. By changing the enzyme’s pH optimum
B. By changing the enzyme’s location in the cell
C. By changing the shape of the protein
D. An amino acid change away from the active site cannot alter the enzyme’s substrate specificity.
Answer: C

In animal cells, which of the following represents the most likely pathway that a secretory protein takes as it is synthesized in a cell?
A. Plasma membrane–Golgi apparatus–ribosome–secretory vesicle–rough ER
B. Ribosome–Golgi apparatus–rough ER–secretory vesicle–plasma membrane
C. Plasma membrane–Golgi apparatus–ribosome–secretory vesicle–rough ER
D. Ribosome–rough ER–Golgi apparatus–secretory vesicle–plasma membrane
Answer: D

Which of the following is not known to be involved in the control of cell division?
A. Cyclins
B. Protein kinases
C. Checkpoints
D. Fibroblast cells
Answer: D

Homologous structures are often cited as evidence for the process of natural selection. All of the following are examples of homologous structures EXCEPT
A. the wings of a bird and the wings of a bat
B. the flippers of a whale and the arms of a man
C. the pectoral fins of a porpoise and the flippers of a seal
D. the forelegs of an insect and the forelimbs of a dog
Answer: D

DNA sequences in many human genes are very similar to the sequences of corresponding genes in chimpanzees. The most likely explanation for this result is that
A. humans and chimpanzees share a relatively recent common ancestor.
B. humans evolved from chimpanzees.
C. chimpanzees evolved from humans.
D. convergent evolution led to the DNA similarities.
Answer:"
"mmlu.miscellaneous.248","The following are multiple choice questions (with answers) about miscellaneous.

How many axles does a standard automobile have?
A. one
B. two
C. four
D. eight
Answer: B

What place is named in the title of the 1979 live album by rock legends Cheap Trick?
A. Budapest
B. Budokan
C. Bhutan
D. Britain
Answer: B

Who is the shortest man to ever win an NBA slam dunk competition?
A. Anthony 'Spud' Webb
B. Michael 'Air' Jordan
C. Tyrone 'Muggsy' Bogues
D. Julius 'Dr J' Erving
Answer: A

What is produced during photosynthesis?
A. hydrogen
B. nylon
C. oxygen
D. light
Answer: C

Which of these songs was a Top 10 hit for the rock band The Police?
A. 'Radio Ga-Ga'
B. 'Ob-la-di Ob-la-da'
C. 'De Do Do Do De Da Da Da'
D. 'In-a-Gadda-Da-Vida'
Answer: C

How many keys are on a Standard piano?
A. 20
B. 54
C. 88
D. 100
Answer:"
"mmlu.philosophy.130","The following are multiple choice questions (with answers) about philosophy.

Psychological egoism is:
A. an ethical theory about how we ought to behave.
B. a generalization concerning the way people tend to behave.
C. a claim about human nature and the ways people are capable of behaving.
D. none of the above.
Answer: C

According to Moore’s “ideal utilitarianism,” the right action is the one that brings about the greatest amount of:
A. pleasure.
B. happiness.
C. good.
D. virtue.
Answer: C

According to d'Holbach, people always act according to _____.
A. free choices
B. dictates of the soul
C. necessary natural laws
D. undetermined will
Answer: C

Before Tolstoy's Christian conversion, what was his perspective on the meaning of life?
A. optimist
B. satisfied
C. nominally religious
D. pessimist
Answer: D

The study of reality in the broadest sense, an inquiry into the elemental nature of the universe and the things in it, is known as _____.
A. metaphysics
B. epistemology
C. quantum physics
D. axiology
Answer: A

In his discussion of the Divided Line, Plato says that, in contrast to mere belief or opinion, knowledge is a belief for which we give reasons or justifications by appealing:
A. to what our senses reveal to us about how things appear to us, not how they  really are.
B. beyond the Forms to images of goodness, beauty, and truth obtained from particular objects.
C. to what we sincerely believe is true about the Forms based on our experiences in the world.
D. beyond sense experience to unchanging ideas (Forms) that are perceived as rationally ordered.
Answer:"
"mmlu.high_school_macroeconomics.220","The following are multiple choice questions (with answers) about high school macroeconomics.

Which of the following is not included in the U.S. GDP?
A. The U.S. military opens a new base in a foreign country with 1000 U.S. personnel.
B. Japanese consumers buy thousands of CDs produced in the United States.
C. An American pop singer performs a sold-out concert in Paris.
D. A French theatrical production tours dozens of American cities.
Answer: C

The short-run Phillips curve indicates a
A. direct relation between unemployment and inflation
B. direct relation between price and quantity demanded
C. inverse relation between price and quantity demanded
D. inverse relation between unemployment and inflation
Answer: D

A federal deficit occurs when
A. exports exceed imports.
B. imports exceed exports.
C. federal tax collections exceed spending.
D. federal spending exceeds federal tax revenues.
Answer: D

Holding all else equal which of the following monetary policies would be used to boost U.S. exports?
A. Increasing the discount rate
B. Increasing the reserve ratio
C. Buying government securities
D. Lowering tariffs
Answer: C

Which of the following policies best describes supply-side fiscal policy?
A. An increase in the money supply
B. Increased government spending
C. Lower taxes on research and development of new technology
D. Higher taxes on household income
Answer: C

Which of the following is the most likely to be a deterrent to growth in the economy?
A. Spending on education and training
B. Increases in capital
C. Increases in the interest rate
D. Expenditures on research and development
Answer:"
"mmlu.moral_disputes.111","The following are multiple choice questions (with answers) about moral disputes.

According to Metz, what is wrong with consequentialist arguments against capital punishment based on African values?
A. It is unclear as of yet whether or not capital punishment deters harm to the community.
B. It is unclear as of yet whether or not capital punishment deters harm to any individuals.
C. Consequentialism is not supported by African values.
D. Even though consequentialism is supported by African values, no consequentialist arguments framed in terms of African values have been offered.
Answer: A

A fertilized ovum is also known as
A. a zygote.
B. an embryo.
C. a viability.
D. a blastocyst.
Answer: A

Which of the following is an intrinsic good, according to Singer?
A. being in the upper class
B. the ability to learn and solve problems
C. being more beautiful than most of the population
D. being shorter than average
Answer: B

Pence compares six different cases of reproduction, from natural twinning to SCNT. What conclusion does he draw from this comparison?
A. SCNT is not a different kind of reproduction because there are no morally relevant differences between it and other permissible means of reproduction.
B. Because there is a low risk of harm for natural twinning, there will be a low risk of harm for SCNT.
C. both A and B
D. neither A nor B
Answer: A

Baron admits that the versions of the ticking bomb hypothetical she discusses are ""stunningly stupid,"" but she claims this is actually evidence of
A. the stupidity of most traditional philosophical examples.
B. a general lack of intelligence among people with advanced degrees.
C. the wrongness of torture.
D. the readiness on the part of many intelligent people to see torture as the best solution to deal with terrorism.
Answer: D

Shapiro discusses experiments about the role of expectations in the experience of drug use to show that
A. drug effects are inherently biological and are not influenced at all by expectations and other psychological factors.
B. users who do not expect to get addicted to ""hard"" drugs almost always do.
C. there is no such thing as drug addiction.
D. sometimes a drug's effects are the direct result of what one expects from the drug.
Answer:"
"mmlu.high_school_biology.204","The following are multiple choice questions (with answers) about high school biology.

Which of the following is not a way to form recombinant DNA?
A. Translation
B. Conjugation
C. Specialized transduction
D. Transformation
Answer: A

A mutation in a bacterial enzyme changed a previously polar amino acid into a nonpolar amino acid. This amino acid was located at a site distant from the enzyme’s active site. How might this mutation alter the enzyme’s substrate specificity?
A. By changing the enzyme’s pH optimum
B. By changing the enzyme’s location in the cell
C. By changing the shape of the protein
D. An amino acid change away from the active site cannot alter the enzyme’s substrate specificity.
Answer: C

In animal cells, which of the following represents the most likely pathway that a secretory protein takes as it is synthesized in a cell?
A. Plasma membrane–Golgi apparatus–ribosome–secretory vesicle–rough ER
B. Ribosome–Golgi apparatus–rough ER–secretory vesicle–plasma membrane
C. Plasma membrane–Golgi apparatus–ribosome–secretory vesicle–rough ER
D. Ribosome–rough ER–Golgi apparatus–secretory vesicle–plasma membrane
Answer: D

Which of the following is not known to be involved in the control of cell division?
A. Cyclins
B. Protein kinases
C. Checkpoints
D. Fibroblast cells
Answer: D

Homologous structures are often cited as evidence for the process of natural selection. All of the following are examples of homologous structures EXCEPT
A. the wings of a bird and the wings of a bat
B. the flippers of a whale and the arms of a man
C. the pectoral fins of a porpoise and the flippers of a seal
D. the forelegs of an insect and the forelimbs of a dog
Answer: D

Compared to DNA viral replication, RNA viral replication is more susceptible to mutation because
A. RNA replication takes place in the cytoplasm, whereas DNA replication takes place in the nucleus.
B. RNA viruses replicate much faster than DNA viruses.
C. RNA viruses use uracil instead of thymine.
D. RNA replication lacks the proofreading functions characteristic of DNA replication.
Answer:"
"mmlu.professional_psychology.37","The following are multiple choice questions (with answers) about professional psychology.

One of your therapy clients asks your advice about a good weight- reduction program. You have investigated the programs in the community and are enrolled in the one you consider the best. This program offers a $50 bonus to its patrons for each new person they bring into the program. Under these circumstances, your most appropriate response would be to
A. tell your client the pros and cons of each program you know about except for the one in which you are enrolled
B. recommend to your client the program in which you are enrolled and explain the $50 bonus you will receive
C. recommend to your client the program in which you are enrolled and offer to have the $50 bonus credited to your client's account in the program
D. tell your client the pros and cons of each program you know about, but do not claim the $50 bonus if your client enrolls in your program
Answer: D

There are three ways to measure the Central Tendency: the Mean, the Median and the Mode. From your knowledge about them, what is the mode?
A. less sensitive to extreme scores than the mean
B. more useful for skewed distributions
C. sensitive to extreme values and highly skewed distributions
D. the most frequently occurring number
Answer: D

In terms of Hofstede’s (1980) five cultural dimensions, the United States scores at the top of the scale on:
A. individualism.
B. individualism and power distance.
C. power distance and masculinity.
D. uncertainty avoidance.
Answer: A

Carl Jung believed that a client's transference:
A. is a fantasy that distracts the client from reality.
B. represents “mixed feelings” toward the therapist. 
C. ""is a form of """"acting out.""""""
D. reflects the client’s personal and collective unconscious.
Answer: D

In the construction of a multiple regression equation for purposes of prediction, the optimal combination of measures is one in which the predictors
A. are uncorrelated with each other but are moderately correlated with the criterion
B. have low correlations with each other and low correlations with the criterion
C. are highly intercorrelated with each other and moderately correlated with the criterion
D. have low correlations with the criterion bur are moderately correlated with each other
Answer: A

A psychologist who is teaching a graduate course in counseling techniques at a state university has not updated the lecture notes or textbook selection for 7 years. This behavior is ethically questionable with respect to
A. academic freedom
B. legal standards
C. humanitarian mission
D. competence
Answer:"
